"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.336199942E1,1.306438248E1,1.140298737E1,1.121452927E1,2.065119554E1
1.337197742E1,1.203407501E1,9.806257782E0,1.022373962E1,1.858780528E1
1.338195542E1,1.032163605E1,8.198750610E0,9.448352051E0,1.621810836E1
1.339193342E1,8.505612488E0,6.820865936E0,8.989107056E0,1.413059452E1
1.340191142E1,7.200476532E0,5.486840057E0,8.735833740E0,1.258042397E1
1.341188842E1,6.379134521E0,4.370760956E0,8.249944153E0,1.130745272E1
1.342186642E1,6.174360352E0,3.924538879E0,7.932903442E0,1.079146367E1
1.343184467E1,6.185886383E0,3.976181488E0,7.818092194E0,1.073302265E1
1.344182267E1,6.364465027E0,4.210893402E0,7.764952698E0,1.088726452E1
1.345180067E1,6.359225922E0,4.376598816E0,7.419171753E0,1.070693612E1
1.346177867E1,6.603218536E0,4.212090912E0,6.823560333E0,1.038774184E1
1.347175567E1,6.515201569E0,4.020639038E0,6.625222778E0,1.012457242E1
1.348173367E1,5.487438812E0,4.094136200E0,6.539301453E0,9.467650154E0
1.349171167E1,4.469555511E0,3.850592651E0,6.123166809E0,8.502773783E0
1.350168967E1,3.582649841E0,3.230581970E0,5.666167145E0,7.441605328E0
1.351166767E1,2.297871552E0,2.283202057E0,5.337750092E0,6.243781013E0
1.352164467E1,4.031117249E-1,1.367556152E0,4.730313263E0,4.940503260E0
1.353162267E1,-8.173004150E-1,1.001866608E0,4.385280762E0,4.571914700E0
1.354160067E1,-1.280287628E0,1.458866272E0,4.791685638E0,5.169881862E0
1.355157867E1,-1.463207245E0,2.423909454E0,6.087241516E0,6.713480599E0
1.356155667E1,-1.517993317E0,2.716401215E0,7.087611237E0,7.740631260E0
1.357153367E1,-2.272274780E0,2.274220734E0,6.635700989E0,7.373455108E0
1.358151167E1,-3.381318512E0,1.722917175E0,5.449118500E0,6.640380328E0
1.359148967E1,-4.677473145E0,1.303489380E0,3.518134003E0,5.996257703E0
1.360146767E1,-5.539829865E0,1.419947205E0,2.888094177E0,6.406797403E0
1.361144567E1,-5.531447296E0,1.340013428E0,4.158202972E0,7.048630870E0
1.362142367E1,-5.287454681E0,9.442364502E-1,5.013374634E0,7.347290977E0
1.363140067E1,-5.973029022E0,1.209185486E0,6.045777740E0,8.584324885E0
1.364137867E1,-6.583160248E0,2.147584076E0,7.381899261E0,1.012139086E1
1.365135667E1,-6.652466125E0,2.925067291E0,8.438851318E0,1.113667526E1
1.366133467E1,-6.718778229E0,3.319347382E0,9.205856323E0,1.187046076E1
1.367131267E1,-7.018604736E0,3.416345673E0,9.524992676E0,1.231493872E1
1.368128967E1,-7.433990936E0,3.268752594E0,9.610914001E0,1.258247323E1
1.369126767E1,-7.799381104E0,2.942281494E0,9.426198120E0,1.258334522E1
1.370124567E1,-8.163274384E0,2.488125916E0,9.199868774E0,1.254860170E1
1.371122367E1,-8.465944977E0,2.133213959E0,9.209897919E0,1.269035247E1
1.372120167E1,-8.686735840E0,2.085463257E0,9.613159332E0,1.312331394E1
1.373117867E1,-8.626710663E0,2.075284424E0,9.865235138E0,1.326837619E1
1.374115667E1,-8.299940186E0,2.121388550E0,9.970765686E0,1.314554924E1
1.375113467E1,-7.543114014E0,2.366878052E0,1.003453308E1,1.277468336E1
1.376111267E1,-6.484814758E0,2.656675415E0,9.814041595E0,1.205927689E1
1.377109067E1,-5.453908539E0,3.348386993E0,9.972412262E0,1.184929619E1
1.378106767E1,-5.223537598E0,3.709735565E0,1.047177383E1,1.227621808E1
1.379104567E1,-5.647306366E0,2.769989777E0,1.004680756E1,1.185340688E1
1.380102367E1,-6.061345367E0,1.470841370E0,9.999505920E0,1.178530444E1
1.381100167E1,-6.727460175E0,5.641767883E-1,1.101394638E1,1.291836022E1
1.382097967E1,-7.341183929E0,-5.319937134E-1,1.164772842E1,1.377844607E1
1.383095667E1,-7.612270203E0,-1.490600281E0,1.096709381E1,1.343300761E1
1.384093467E1,-7.060367889E0,-1.719624023E0,1.049497559E1,1.276520325E1
1.385091267E1,-5.449118500E0,-2.233655090E0,1.045680496E1,1.200111984E1
1.386089067E1,-3.222349091E0,-2.833607483E0,1.003827530E1,1.091695177E1
1.387086867E1,-1.008602600E0,-3.175346832E0,9.075627136E0,9.667839191E0
1.388084667E1,9.101074219E-1,-2.034868469E0,7.963140564E0,8.269255882E0
1.389082367E1,2.552192688E0,-1.351689148E0,7.059020691E0,7.626960350E0
1.390080167E1,3.573219452E0,-5.665718079E-1,5.824238434E0,6.856431594E0
1.391077967E1,4.383634186E0,2.921923828E-1,4.355642395E0,6.186537459E0
1.392075767E1,4.815785522E0,1.283431091E0,3.274291077E0,5.963217891E0
1.393073567E1,4.465513916E0,2.278561707E0,2.783012695E0,5.733918176E0
1.394071267E1,3.732488251E0,3.479214935E0,2.695295105E0,5.770703667E0
1.395069067E1,3.331621857E0,4.486170959E0,2.711012421E0,6.210879360E0
1.396066867E1,3.828289032E0,5.381309509E0,2.573598175E0,7.087855565E0
1.397064667E1,4.688250732E0,6.414760437E0,2.573598175E0,8.351781484E0
1.398062467E1,5.306465149E0,7.123835907E0,2.711311798E0,9.287562763E0
1.399060167E1,5.572611694E0,7.405699768E0,2.994672546E0,9.739941161E0
1.400057967E1,5.765111389E0,7.646548920E0,3.437601471E0,1.017464120E1
1.401055767E1,6.310726776E0,8.418044586E0,3.841910706E0,1.120040289E1
1.402053567E1,6.925947418E0,9.626182251E0,4.067341919E0,1.253696146E1
1.403051367E1,7.129673767E0,1.029618896E1,4.393363953E0,1.327197808E1
1.404049067E1,7.077133026E0,1.028166916E1,5.032085724E0,1.345809865E1
1.405046867E1,7.031178589E0,9.794132996E0,5.845344543E0,1.339890168E1
1.406044667E1,7.070546722E0,9.015601959E0,6.633455658E0,1.323920102E1
1.407042467E1,7.132667542E0,8.232131195E0,7.321874084E0,1.312451029E1
1.408040267E1,7.236850891E0,7.422464905E0,7.821834412E0,1.298638093E1
1.409037967E1,7.382947083E0,6.600823517E0,8.018974457E0,1.274294825E1
1.410035767E1,7.475454712E0,5.984105988E0,7.986791382E0,1.246919341E1
1.411033567E1,7.607480164E0,5.618715820E0,7.762707367E0,1.223533194E1
1.412031367E1,7.678731995E0,5.511538696E0,7.489675140E0,1.205965246E1
1.413029167E1,7.438182220E0,5.602250061E0,7.313940582E0,1.184083981E1
1.414026967E1,7.017856293E0,5.799539795E0,7.195087738E0,1.160406206E1
1.415024667E1,6.355034637E0,5.983357544E0,6.998696136E0,1.118788543E1
1.416022467E1,5.750292206E0,6.005511475E0,6.655160522E0,1.065003240E1
1.417020267E1,5.283263397E0,5.843697968E0,6.178102570E0,1.001152483E1
1.418018067E1,4.902904358E0,5.448070679E0,5.728287964E0,9.302323810E0
1.419015867E1,4.776417389E0,5.113965454E0,5.224884796E0,8.733053697E0
1.420013567E1,4.824467468E0,4.847968597E0,4.668940887E0,8.281140917E0
1.421011367E1,4.758754120E0,4.520749054E0,4.213288422E0,7.799661025E0
1.422009167E1,4.669389954E0,4.177213440E0,4.197571106E0,7.541347217E0
1.423006967E1,4.528832245E0,3.738775177E0,4.650529175E0,7.491073550E0
1.424004767E1,4.315376129E0,3.340752869E0,5.549260254E0,7.783147836E0
1.425002467E1,4.171824646E0,2.932551727E0,6.623725891E0,8.359289754E0
1.426000267E1,4.081861725E0,2.814297638E0,7.725135498E0,9.179301978E0
1.426998067E1,4.050726471E0,2.685715027E0,8.585995331E0,9.866142406E0
1.427995867E1,3.942052460E0,2.319576416E0,9.203311615E0,1.027721543E1
1.428993667E1,3.724554749E0,1.986818390E0,9.623188477E0,1.050835438E1
1.429991367E1,3.480861511E0,1.816023560E0,9.863438873E0,1.061610874E1
1.430989167E1,3.322640533E0,1.753154297E0,1.018691620E1,1.085756657E1
1.431986967E1,3.188369751E0,1.781744843E0,1.046982788E1,1.108862535E1
1.432984767E1,3.224145355E0,1.919009399E0,1.059631485E1,1.124097855E1
1.433982567E1,3.528911591E0,1.971550140E0,1.035786072E1,1.111870072E1
1.434980367E1,3.768263855E0,1.925595703E0,9.925260315E0,1.078974159E1
1.435978067E1,3.711232452E0,1.823507996E0,9.563762054E0,1.041940365E1
1.436975867E1,3.570674744E0,1.679657135E0,9.291328583E0,1.009454075E1
1.437973667E1,3.397933960E0,1.628463593E0,9.821376343E0,1.051937651E1
1.438971467E1,3.204835510E0,1.385069733E0,1.068777466E1,1.124357221E1
1.439969267E1,3.354374542E0,1.097667389E0,1.165835632E1,1.218088562E1
1.440966967E1,3.624412994E0,8.692424011E-1,1.305659866E1,1.357817074E1
1.441964767E1,3.880231018E0,7.620652771E-1,1.421024963E1,1.475019088E1
1.442962567E1,4.145180054E0,9.006770325E-1,1.493354553E1,1.552432024E1
1.443960367E1,4.317920837E0,8.916957092E-1,1.501901779E1,1.565280988E1
1.444958167E1,4.486470337E0,8.809181213E-1,1.483310440E1,1.552177242E1
1.445955867E1,4.575086060E0,1.033001862E0,1.470976089E1,1.543941614E1
1.446953667E1,4.397555237E0,1.087488556E0,1.471410187E1,1.539564605E1
1.447951467E1,4.006717987E0,8.768765259E-1,1.424333084E1,1.482211776E1
1.448949267E1,3.372786255E0,1.080004120E0,1.330897385E1,1.377210517E1
1.449947067E1,2.883753204E0,1.866468658E0,1.267549118E1,1.313270020E1
1.450944767E1,2.875370636E0,2.451452179E0,1.251786896E1,1.307571862E1
1.451942567E1,3.079396362E0,2.405946808E0,1.221534805E1,1.282520916E1
1.452940367E1,3.278931427E0,2.164049835E0,1.166479294E1,1.230861070E1
1.453938167E1,3.356021118E0,1.960922241E0,1.086515579E1,1.153948457E1
1.454935967E1,3.340453491E0,1.968256989E0,9.967771912E0,1.069528597E1
1.455933667E1,3.244203644E0,2.510429535E0,9.151669006E0,1.002896602E1
1.456931467E1,3.027753754E0,3.214265900E0,8.584648132E0,9.653754794E0
1.457929267E1,2.821482697E0,3.727997589E0,8.146658936E0,9.392911287E0
1.458927067E1,2.517913971E0,3.917802887E0,7.941435699E0,9.206273469E0
1.459924867E1,2.014810181E0,3.740870819E0,7.810607758E0,8.891522260E0
1.460922567E1,1.442400513E0,3.786525879E0,7.671397247E0,8.675749720E0
1.461920367E1,9.883946228E-1,4.085603943E0,7.459587708E0,8.562390570E0
1.462918167E1,6.131250000E-1,4.373305664E0,7.063211975E0,8.330107328E0
1.463915967E1,1.790277100E-1,4.457879791E0,6.603218536E0,7.969142877E0
1.464913767E1,-2.357597351E-1,4.488865356E0,6.067632294E0,7.551268535E0
1.465911567E1,-5.840853882E-1,4.696184235E0,5.556744690E0,7.298815908E0
1.466909267E1,-8.662486267E-1,4.947960663E0,5.092559967E0,7.153102014E0
1.467907067E1,-1.140029297E0,5.105582886E0,4.588258667E0,6.958359074E0
1.468904867E1,-1.434766388E0,5.346581726E0,4.113446045E0,6.896733220E0
1.469902667E1,-1.623972931E0,5.733826447E0,3.776197357E0,7.055049275E0
1.470900467E1,-1.767524414E0,6.089037781E0,3.544628906E0,7.263946430E0
1.471898167E1,-1.949096832E0,6.316864014E0,3.525618439E0,7.492111505E0
1.472895967E1,-2.157762909E0,6.362369385E0,3.649560699E0,7.645585541E0
1.473893767E1,-2.350262604E0,6.388415222E0,3.872447205E0,7.831438610E0
1.474891567E1,-2.452050934E0,6.409970398E0,4.216731262E0,8.054880311E0
1.475889367E1,-2.567760315E0,6.329138489E0,4.638105011E0,8.256113198E0
1.476887067E1,-2.686313782E0,6.254443817E0,5.011129303E0,8.452559736E0
1.477884867E1,-2.703078918E0,6.131250000E0,5.215155029E0,8.490977811E0
1.478882667E1,-2.573448486E0,5.803282013E0,5.306914215E0,8.274301041E0
1.479880467E1,-2.472408600E0,5.600603485E0,5.708379364E0,8.370493333E0
1.480878267E1,-2.439327393E0,5.509742432E0,6.241121521E0,8.675204760E0
1.481875967E1,-2.303559723E0,5.583239594E0,6.650220795E0,8.983562121E0
1.482873767E1,-2.003583527E0,5.835764465E0,7.190746765E0,9.475090125E0
1.483871567E1,-1.681902466E0,6.072871399E0,7.842491455E0,1.006047887E1
1.484869367E1,-1.414109344E0,6.171815643E0,8.558302917E0,1.064591764E1
1.485867167E1,-1.263223114E0,6.174060974E0,9.095984802E0,1.106578967E1
1.486864867E1,-1.251248016E0,6.186634827E0,9.257798309E0,1.120477138E1
1.487862667E1,-1.359472961E0,6.179000702E0,9.075327759E0,1.106299193E1
1.488860467E1,-1.567689972E0,6.106701050E0,8.721763000E0,1.076190501E1
1.489858267E1,-1.725012817E0,6.030359802E0,8.408763885E0,1.049038696E1
1.490856067E1,-1.524429932E0,5.972729645E0,8.154891815E0,1.022250686E1
1.491853767E1,-1.291514282E0,5.968538361E0,7.954159241E0,1.002796632E1
1.492851567E1,-1.243913269E0,6.023174744E0,7.786208496E0,9.922247576E0
1.493849367E1,-1.376238098E0,6.062692566E0,7.648644562E0,9.856573242E0
1.494847167E1,-1.594783630E0,6.087540894E0,7.503745880E0,9.793247224E0
1.495844967E1,-1.853146362E0,6.099066925E0,7.388335876E0,9.758087713E0
1.496842667E1,-2.019450531E0,6.161487122E0,7.345824280E0,9.798124226E0
1.497840467E1,-1.973346405E0,6.258186035E0,7.397317200E0,9.888341127E0
1.498838267E1,-1.727108459E0,6.177653503E0,7.589816895E0,9.937385317E0
1.499836067E1,-1.477128296E0,5.936654663E0,7.781867523E0,9.898648329E0
1.500833867E1,-1.290765839E0,5.822891235E0,7.949069824E0,9.937799045E0
1.501831567E1,-1.176852722E0,5.806425476E0,7.826025696E0,9.815611918E0
1.502829367E1,-1.171763306E0,5.842650146E0,7.359445953E0,9.469479116E0
1.503827167E1,-1.386865997E0,5.864953766E0,6.820566559E0,9.101714572E0
1.504824967E1,-1.707648926E0,5.840554504E0,6.308780823E0,8.765207199E0
1.505822767E1,-2.004930725E0,5.929319916E0,5.870192871E0,8.581127328E0
1.506820467E1,-2.272723846E0,6.070027313E0,5.738466797E0,8.656818494E0
1.507818267E1,-2.271526337E0,6.068530426E0,5.833369446E0,8.718663460E0
1.508816067E1,-1.813029785E0,6.129453735E0,5.953569489E0,8.735117043E0
1.509813867E1,-1.140478363E0,6.345903625E0,6.078260193E0,8.860949762E0
1.510811667E1,-4.580474854E-1,6.651567993E0,6.233337708E0,9.127303175E0
1.511809367E1,1.225950623E-1,6.918762360E0,6.310128021E0,9.364935546E0
1.512807167E1,5.396278381E-1,7.168892212E0,6.296656036E0,9.556782460E0
1.513804967E1,7.535330200E-1,7.310198364E0,6.176605682E0,9.599857806E0
1.514802767E1,7.502398682E-1,7.307054901E0,6.067033539E0,9.527056584E0
1.515800567E1,7.882608032E-1,7.384144592E0,6.142776031E0,9.637460445E0
1.516798267E1,1.013991394E0,7.502997437E0,6.385571136E0,9.904477160E0
1.517796067E1,1.455872498E0,7.554340668E0,6.723717957E0,1.021743661E1
1.518793867E1,1.970801697E0,7.496710510E0,6.992558899E0,1.043937775E1
1.519791667E1,2.332000580E0,7.405250702E0,7.157066803E0,1.055933567E1
1.520789467E1,2.627486115E0,7.410639496E0,7.125632172E0,1.061112128E1
1.521787167E1,2.856958923E0,7.501201172E0,6.920109558E0,1.059802574E1
1.522784967E1,2.932102661E0,7.596852264E0,6.629264374E0,1.050031126E1
1.523782767E1,3.066822510E0,7.709418182E0,6.332731018E0,1.043762479E1
1.524780567E1,6.098617859E0,8.509354706E0,6.489455109E0,1.231727587E1
1.525778367E1,4.472399597E0,8.787326660E0,6.135291595E0,1.161297856E1
1.526776067E1,6.326593781E0,1.006132736E1,5.073549500E0,1.292273197E1
1.527773867E1,1.364756973E1,1.309476929E1,4.985981598E0,1.955988637E1
1.528771667E1,6.914720764E0,1.207359283E1,2.126477966E0,1.407504585E1
1.529769467E1,3.059338074E0,9.598340149E0,3.700305176E0,1.073219183E1
1.530767267E1,2.632874908E0,7.256160736E0,6.330485687E0,9.982932833E0
1.531764967E1,2.064057770E0,5.920637970E0,7.007976837E0,9.403511461E0
1.532762767E1,1.506467285E0,5.440885620E0,6.896458740E0,8.912565465E0
1.533760567E1,4.420307922E-1,5.277874603E0,6.922354889E0,8.716097106E0
1.534758367E1,-5.069956970E-1,5.248984680E0,7.303312683E0,9.008177449E0
1.535756167E1,-5.671705627E-1,5.759872284E0,6.820117493E0,8.944932296E0
1.536753867E1,1.200503540E-1,5.914201355E0,7.524402924E0,9.571250133E0
1.537751667E1,1.101110229E0,5.952970734E0,7.693401489E0,9.789725776E0
1.538749467E1,1.554068298E0,6.193370819E0,6.984924774E0,9.463727832E0
1.539747267E1,1.573976898E0,6.347699890E0,7.042255554E0,9.610622272E0
1.540745067E1,1.458417206E0,6.383325806E0,6.842421112E0,9.470615385E0
1.541742867E1,1.367406464E0,6.444698181E0,6.580465851E0,9.311630679E0
1.542740567E1,1.398092651E0,6.685397644E0,6.425088959E0,9.377151638E0
1.543738367E1,1.519190826E0,6.976841583E0,6.382876740E0,9.577336515E0
1.544736167E1,1.715881805E0,7.115902405E0,6.711144104E0,9.930748843E0
1.545733967E1,2.047292633E0,7.182663574E0,7.153923340E0,1.034217977E1
1.546731667E1,2.441423035E0,7.174131317E0,7.466323700E0,1.063835966E1
1.547729467E1,2.868035889E0,7.270081787E0,7.639214172E0,1.092873791E1
1.548727267E1,3.087778931E0,7.410190430E0,7.401059418E0,1.091883608E1
1.549725067E1,2.893782349E0,7.335944824E0,6.994055786E0,1.054072479E1
1.550722867E1,2.814746704E0,7.061116333E0,7.076384583E0,1.038544085E1
1.551720667E1,3.029699707E0,7.026089172E0,6.908284149E0,1.030870502E1
1.552718367E1,3.249442749E0,7.238198090E0,6.701114960E0,1.038534214E1
1.553716167E1,3.300037537E0,7.376510468E0,6.541846161E0,1.039706235E1
1.554713967E1,3.204236755E0,7.283104706E0,6.343508606E0,1.017599375E1
1.555711767E1,3.094514923E0,7.126829681E0,6.184838562E0,9.930757874E0
1.556709467E1,3.055296478E0,7.003635864E0,5.997278595E0,9.713552514E0
1.557707267E1,3.041225739E0,6.900350647E0,5.915997620E0,9.584514640E0
1.558705067E1,3.076402588E0,6.758894806E0,5.885610809E0,9.475617472E0
1.559702867E1,3.112926636E0,6.621779938E0,5.855673065E0,9.371616127E0
1.560700667E1,3.134182434E0,6.552623749E0,5.933062134E0,9.378763448E0
1.561698367E1,3.279530182E0,6.530619507E0,6.071374512E0,9.500836690E0
1.562696167E1,3.405568085E0,6.502028961E0,6.139183502E0,9.568900076E0
1.563693967E1,3.394940186E0,6.387217712E0,6.173462219E0,9.509669013E0
1.564691767E1,3.383114777E0,6.253994751E0,6.184090118E0,9.423422230E0
1.565689567E1,3.272943878E0,6.155948639E0,6.201454010E0,9.330910840E0
1.566687367E1,3.211272125E0,6.057303772E0,6.160738678E0,9.217260911E0
1.567685067E1,3.260370026E0,6.005810852E0,6.057902527E0,9.132248339E0
1.568682867E1,3.277733917E0,6.064339142E0,5.979315948E0,9.125347559E0
1.569680667E1,3.160078583E0,6.120173035E0,5.958808594E0,9.107689854E0
1.570678467E1,3.087030487E0,6.023773499E0,6.007607117E0,9.050245724E0
1.571676267E1,3.047961731E0,5.856122131E0,5.996530151E0,8.918666435E0
1.572673967E1,3.125350800E0,5.846392365E0,5.888604584E0,8.867005427E0
1.573671767E1,3.328029327E0,6.043981476E0,5.836512909E0,9.037166272E0
1.574669567E1,3.487148438E0,6.193370819E0,5.872138824E0,9.219547749E0
1.575667367E1,3.620221710E0,6.220015411E0,6.083050232E0,9.423274223E0
1.576665067E1,3.613036652E0,6.261329498E0,6.450985107E0,9.688833252E0
1.577662867E1,3.324287109E0,6.176306305E0,6.544839935E0,9.593360941E0
1.578660667E1,3.205434265E0,6.127807159E0,6.519692230E0,9.504273575E0
1.579658467E1,3.432811432E0,6.330485687E0,6.640341339E0,9.795579435E0
1.580656267E1,3.340154114E0,6.415059814E0,6.414161682E0,9.667010500E0
1.581653967E1,3.232378235E0,6.670728149E0,4.652325439E0,8.751629282E0
1.582651767E1,4.532574463E0,7.085216217E0,4.945415955E0,9.757133753E0
1.583649567E1,5.877377930E0,7.057972870E0,6.120771790E0,1.103731850E1
1.584647367E1,5.687722321E0,7.015012207E0,6.709647217E0,1.125077541E1
1.585645167E1,5.201832733E0,7.316185913E0,6.468348999E0,1.106459122E1
1.586642867E1,4.430337067E0,7.272327118E0,6.039341125E0,1.043974470E1
