"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.616986292E0,-5.942642212E-1,8.776549072E0,3.931723938E0,9.635321308E0
6.626964292E0,-6.189628601E-1,8.887917480E0,3.873045959E0,9.714868870E0
6.636942292E0,-5.640270996E-1,8.921447754E0,3.862268372E0,9.737939904E0
6.646919292E0,-3.784130859E-1,8.921298065E0,3.892056427E0,9.740680616E0
6.656897292E0,-2.411485291E-1,9.081315308E0,4.078867950E0,9.958192812E0
6.666875292E0,-2.670446777E-1,9.304650879E0,4.281845856E0,1.024607460E1
6.676853292E0,-4.204756165E-1,8.982820129E0,4.340224457E0,9.985259414E0
6.686831292E0,-1.637594604E-1,8.824299774E0,4.314178619E0,9.823808876E0
6.696809292E0,-9.056167603E-2,8.813522186E0,4.370760956E0,9.838187134E0
6.706787292E0,-1.308279419E-1,8.595725098E0,4.425846405E0,9.669111764E0
6.716764292E0,-9.909393311E-2,8.514893188E0,4.548890533E0,9.654306330E0
6.726742292E0,-1.692979431E-1,8.659043427E0,4.653972015E0,9.831945401E0
6.736720292E0,-2.604583740E-1,8.829688568E0,4.760251007E0,1.003450190E1
6.746698292E0,-3.249742126E-1,8.980125732E0,4.737348633E0,1.015828423E1
6.756676292E0,-3.844006348E-1,9.001980286E0,4.638404388E0,1.013401244E1
6.766654292E0,-3.607498169E-1,8.907975769E0,4.542453918E0,1.000580133E1
6.776632292E0,-2.665956116E-1,8.834777985E0,4.449497223E0,9.895574809E0
6.786609292E0,-1.308279419E-1,8.755892029E0,4.368066559E0,9.785845218E0
6.796587292E0,-4.625381470E-2,8.634494476E0,4.380041656E0,9.682014211E0
6.806565292E0,3.742218018E-2,8.577014008E0,4.587959290E0,9.727072537E0
6.816543292E0,4.026626587E-2,8.719517670E0,4.756359100E0,9.932500272E0
6.826521292E0,-8.128097534E-2,8.677754517E0,4.706812134E0,9.872391327E0
6.836499292E0,-7.319778442E-2,8.634943542E0,4.772375793E0,9.866264674E0
6.846477292E0,-1.935475159E-1,8.706794128E0,4.946613464E0,1.001572311E1
6.856454292E0,-3.808081055E-1,8.640482025E0,4.996759186E0,9.988520751E0
6.866432292E0,-4.186793518E-1,8.650211792E0,4.897665253E0,9.949300547E0
6.876410292E0,-3.751199341E-1,8.645122375E0,4.794529724E0,9.892743357E0
6.886388292E0,-3.303630066E-1,8.619974670E0,4.642595673E0,9.796264472E0
6.896366292E0,-2.658471680E-1,8.632698212E0,4.430486755E0,9.706872103E0
6.906344292E0,-2.089654541E-1,8.609795837E0,4.287983093E0,9.620761401E0
6.916322292E0,-2.606080627E-1,8.572822723E0,4.193080444E0,9.546891097E0
6.926299292E0,-3.103047180E-1,8.580606537E0,4.239483948E0,9.575819636E0
6.936277292E0,-3.757186890E-1,8.615334320E0,4.322860565E0,9.646360632E0
6.946255292E0,-4.478686523E-1,8.648864594E0,4.334386597E0,9.684541923E0
6.956233292E0,-5.334906006E-1,8.676856384E0,4.342619476E0,9.717550764E0
6.966211292E0,-6.224057007E-1,8.708440704E0,4.382586365E0,9.768899201E0
6.976189292E0,-6.054908752E-1,8.570876770E0,4.497846680E0,9.698307716E0
6.986167292E0,-6.212081909E-1,8.590485992E0,4.452191620E0,9.695584532E0
6.996144292E0,-6.641688538E-1,8.764124908E0,4.447251892E0,9.850332739E0
7.006122292E0,-8.059240723E-1,8.967851257E0,4.457131348E0,1.004678504E1
7.016100292E0,-7.906558228E-1,9.129964142E0,4.494852905E0,1.020710951E1
7.026078292E0,-5.611830139E-1,9.210646362E0,4.483925629E0,1.025946011E1
7.036056292E0,-3.695814514E-1,9.185798035E0,4.544848938E0,1.025529755E1
7.046034292E0,-2.752775574E-1,9.180109863E0,4.576133881E0,1.026114984E1
7.056012292E0,-2.510279846E-1,9.215735779E0,4.620292053E0,1.031212392E1
7.065989292E0,-3.034190369E-1,9.285640411E0,4.682712250E0,1.040398842E1
7.075967292E0,-3.576063538E-1,9.402247925E0,4.779710541E0,1.055347247E1
7.085945292E0,-3.606001282E-1,9.518256683E0,4.873415680E0,1.069941228E1
7.095923292E0,-3.393443298E-1,9.610315247E0,4.872367859E0,1.078022645E1
7.105901292E0,-2.987786865E-1,9.748028870E0,4.912933502E0,1.092017633E1
7.115879292E0,-2.339634705E-1,9.965975647E0,4.865482178E0,1.109271501E1
7.125857292E0,-7.125183105E-2,1.013931519E1,4.774321747E0,1.120736086E1
7.135834292E0,-6.571334839E-2,1.016670822E1,4.936434631E0,1.130197599E1
7.145812292E0,-1.624122620E-1,1.018302429E1,4.955594788E0,1.132600023E1
7.155790292E0,-2.549198914E-1,1.028750702E1,4.773273926E0,1.134380575E1
7.165768292E0,-2.823129272E-1,1.041638901E1,4.689148865E0,1.142667833E1
7.175746292E0,-2.203417969E-1,1.052925430E1,4.593647461E0,1.148979302E1
7.185724292E0,4.640350342E-2,1.071441925E1,4.455634460E0,1.160403428E1
7.195702292E0,1.865121460E-1,1.090497299E1,4.436474304E0,1.177435888E1
7.205679292E0,2.192939758E-1,1.096035782E1,4.328698425E0,1.178622770E1
7.215657292E0,2.507286072E-1,1.106454117E1,4.268822937E0,1.186211555E1
7.225635292E0,1.212478638E-1,1.130104935E1,4.295168152E0,1.209036339E1
7.235613292E0,-1.387614441E-1,1.147483795E1,4.287234650E0,1.225036904E1
7.245591292E0,-2.760260010E-1,1.151914581E1,4.213587799E0,1.226870950E1
7.255569292E0,-2.700384521E-1,1.142873383E1,4.026776276E0,1.212038798E1
7.265546292E0,-2.157014465E-1,1.126198059E1,3.679199066E0,1.184969365E1
7.275524292E0,-1.353186035E-1,1.105196732E1,3.189417572E0,1.150376795E1
7.285502292E0,-1.104702759E-1,1.085303101E1,2.917133789E0,1.123877908E1
7.295480292E0,-3.041674805E-1,1.064451462E1,2.897374878E0,1.103598616E1
7.305458292E0,-5.857319641E-1,1.050650162E1,2.881208496E0,1.091013385E1
7.315436292E0,-8.595126343E-1,1.043554916E1,2.974763947E0,1.088525006E1
7.325414292E0,-1.001716919E0,1.040306671E1,3.216660919E0,1.093499617E1
7.335391292E0,-8.755293274E-1,1.058493851E1,3.530109100E0,1.119236995E1
7.345369292E0,-4.755610657E-1,1.089883575E1,3.857478333E0,1.157112433E1
7.355347292E0,-1.824705505E-1,1.110600494E1,4.066892853E0,1.182862032E1
7.365325292E0,-9.385482788E-2,1.113848740E1,4.249363403E0,1.192190419E1
7.375303292E0,-9.714797974E-2,1.099373840E1,4.256548462E0,1.178939891E1
7.385281292E0,-4.760101318E-2,1.068343369E1,4.123325500E0,1.145163020E1
7.395259292E0,5.209167480E-2,1.032717453E1,3.924239502E0,1.104775556E1
7.405236292E0,1.460961914E-1,9.964478760E0,3.621419220E0,1.060315322E1
7.415214292E0,1.378633118E-1,9.661209412E0,3.336711273E0,1.022211405E1
7.425192417E0,-1.278341675E-1,9.423354034E0,3.115621033E0,9.925877153E0
7.435170417E0,-5.173242188E-1,9.257947998E0,2.892135773E0,9.712964265E0
7.445148417E0,-8.589138794E-1,9.069789276E0,2.506837006E0,9.448970438E0
7.455126417E0,-1.044827271E0,8.880133667E0,2.099683685E0,9.184612651E0
7.465104417E0,-1.193617859E0,8.736881561E0,1.725012817E0,8.985181814E0
7.475081417E0,-1.328487396E0,8.587941284E0,1.482816467E0,8.815688228E0
7.485059417E0,-1.497036896E0,8.418343964E0,1.364712067E0,8.658641555E0
7.495037417E0,-1.651665344E0,8.340954895E0,1.118174744E0,8.576120436E0
7.505015417E0,-1.536554718E0,8.247848511E0,9.187893677E-1,8.439915838E0
7.514993417E0,-1.215173035E0,8.051905975E0,9.725276184E-1,8.200953927E0
7.524971417E0,-8.928932190E-1,7.926915894E0,1.158890076E0,8.060786568E0
7.534948417E0,-6.848258972E-1,7.840695190E0,1.199904785E0,7.961485984E0
7.544926417E0,-4.831951904E-1,7.761509857E0,1.038690033E0,7.845596844E0
7.554904417E0,-3.317102051E-1,7.759563904E0,1.189875641E0,7.857268462E0
7.564882417E0,-2.615061951E-1,7.817493439E0,1.602118378E0,7.984257790E0
7.574860417E0,-8.771759033E-2,7.930508423E0,1.867366791E0,8.147865791E0
7.584838417E0,1.005908203E-1,8.138426056E0,2.039808197E0,8.390763652E0
7.594816417E0,1.306782532E-1,8.434510345E0,2.090552673E0,8.690710676E0
7.604793417E0,8.023315430E-2,8.609945526E0,2.179467773E0,8.881873625E0
7.614771417E0,-3.233276367E-2,8.569379883E0,2.230811005E0,8.855045721E0
7.624749417E0,-2.418969727E-1,8.517587585E0,1.934726715E0,8.737904777E0
7.634727417E0,-3.839515686E-1,8.518485718E0,1.470242615E0,8.652955049E0
7.644705417E0,-4.077520752E-1,8.548722839E0,1.118623810E0,8.631236480E0
7.654683417E0,-4.700225830E-1,8.624764709E0,9.020242310E-1,8.684534256E0
7.664661417E0,-5.782475281E-1,8.603658600E0,6.536906433E-1,8.647810299E0
7.674638417E0,-6.261479187E-1,8.479566650E0,4.002676392E-1,8.512069430E0
7.684616417E0,-6.453080750E-1,8.372539215E0,2.025288391E-1,8.399812697E0
7.694594417E0,-6.327342224E-1,8.269403687E0,5.119354248E-2,8.293733219E0
7.704572417E0,-6.851252747E-1,8.127349091E0,-1.269360352E-1,8.157163272E0
7.714550417E0,-8.074209595E-1,8.019423523E0,-2.390528870E-1,8.063512171E0
7.724528417E0,-9.490264893E-1,7.920778656E0,-2.510279846E-1,7.981378380E0
7.734505417E0,-9.981243896E-1,7.844736786E0,-2.954855347E-1,7.913498546E0
7.744483417E0,-8.967851257E-1,7.684120789E0,-4.993615723E-1,7.752373690E0
7.754461417E0,-7.381150818E-1,7.545658722E0,-6.180647278E-1,7.606824793E0
7.764439417E0,-6.789880371E-1,7.372169495E0,-4.195774841E-1,7.415251383E0
7.774417417E0,-4.598437500E-1,7.297774200E0,-1.740879822E-1,7.314319598E0
7.784395417E0,-2.071691895E-1,7.304210815E0,-7.634124756E-2,7.307546968E0
7.794373417E0,-8.023315430E-2,7.270081787E0,-1.886077881E-2,7.270548967E0
7.804350417E0,-3.592529297E-2,7.282206573E0,4.236190796E-2,7.282418399E0
7.814328417E0,-1.377136230E-1,7.328759766E0,6.990463257E-2,7.330386852E0
7.824306417E0,-2.562670898E-1,7.288643188E0,1.496887207E-3,7.293147098E0
7.834284417E0,-3.421884155E-1,7.194638672E0,-6.122268677E-2,7.203031775E0
7.844262417E0,-3.162922668E-1,7.170239410E0,-6.945556641E-2,7.177548194E0
7.854240417E0,-2.808160400E-1,7.289391632E0,-2.185455322E-2,7.294831433E0
7.864218417E0,-2.782713318E-1,7.516319733E0,4.745132446E-2,7.521618768E0
7.874195417E0,-3.189866638E-1,7.744595032E0,6.391708374E-2,7.751425036E0
7.884173417E0,-4.273612976E-1,7.888894958E0,3.128494263E-2,7.900524039E0
7.894151417E0,-5.891748047E-1,7.904911652E0,2.131567383E-1,7.929703082E0
7.904129417E0,-7.451504517E-1,7.971223755E0,4.984634399E-1,8.021478863E0
7.914107417E0,-7.846682739E-1,8.095764771E0,5.040019226E-1,8.149302391E0
7.924085417E0,-9.943821716E-1,8.163424072E0,2.576142883E-1,8.227797616E0
7.934062417E0,-1.209933929E0,8.148006134E0,3.308120728E-2,8.237416976E0
7.944040417E0,-1.273701324E0,8.058492279E0,-9.475296021E-2,8.159080279E0
7.954018417E0,-1.083297272E0,7.930059357E0,-1.169068909E-1,8.004563798E0
7.963996417E0,-7.343728638E-1,7.928412781E0,-2.769241333E-2,7.962399111E0
7.973974417E0,-4.095483398E-1,8.129893799E0,5.852828979E-2,8.140413293E0
7.983952417E0,-2.438429260E-1,8.450976105E0,3.173400879E-1,8.460446869E0
7.993930417E0,-9.505233765E-2,9.046288147E0,7.795788574E-1,9.080314278E0
8.003907417E0,-4.318519592E-1,9.134454803E0,1.024170227E0,9.201830542E0
8.013885417E0,-9.382489014E-1,9.210047607E0,1.376687164E0,9.359516840E0
8.023863417E0,-9.168434143E-1,9.428293762E0,1.824256439E0,9.646825212E0
8.033841417E0,-9.982740784E-1,9.694589996E0,2.285148010E0,1.001017122E1
8.043819417E0,-1.055604858E0,1.015608032E1,2.332000580E0,1.047370497E1
8.053797417E0,-6.912625122E-1,1.051653076E1,2.404300232E0,1.080999180E1
8.063774417E0,-3.213816833E-1,1.067160828E1,3.019371185E0,1.109518417E1
8.073752417E0,-2.287243652E-1,1.081935104E1,3.155737610E0,1.127250423E1
8.083730417E0,-2.215393066E-1,1.082788330E1,3.068918152E0,1.125657119E1
8.093708417E0,-2.996768188E-1,1.090048233E1,3.149899750E0,1.135042685E1
8.103686417E0,-4.108955383E-1,1.101649109E1,3.155438232E0,1.146685229E1
8.113664417E0,-3.248245239E-1,1.096649506E1,3.268453217E0,1.144780814E1
8.123642417E0,-1.594184875E-1,1.080049026E1,3.284020844E0,1.128985372E1
8.133619417E0,-9.430389404E-2,1.075588303E1,2.996468811E0,1.116587382E1
8.143597417E0,-2.059716797E-1,1.076800781E1,2.780018921E0,1.112299069E1
8.153575417E0,-5.345384216E-1,1.077534256E1,2.792143707E0,1.114404797E1
8.163553417E0,-8.888516235E-1,1.087099365E1,2.584974518E0,1.120940023E1
8.173531417E0,-1.232686615E0,1.103071152E1,2.345472565E0,1.134448564E1
8.183509417E0,-1.761686554E0,1.111034592E1,2.181114349E0,1.145864677E1
8.193486417E0,-2.345023499E0,1.127859604E1,1.751058655E0,1.165212728E1
8.203464417E0,-2.717898102E0,1.148052612E1,1.443448334E0,1.188583162E1
8.213442417E0,-2.732268219E0,1.159848083E1,1.943708038E0,1.207344393E1
8.223420417E0,-2.528392181E0,1.152378616E1,2.856809235E0,1.213885388E1
8.233398417E0,-1.718276825E0,1.144549896E1,2.856060791E0,1.192094816E1
8.243376417E0,-6.809339905E-1,1.109867020E1,2.742746429E0,1.145280792E1
8.253354417E0,2.037263489E-1,1.063822769E1,2.737507324E0,1.098668918E1
8.263331417E0,9.455836487E-1,1.030741562E1,2.656376038E0,1.068612553E1
8.273309417E0,1.392554169E0,9.935588837E0,2.468367004E0,1.033189084E1
8.283287417E0,1.462758179E0,9.760902100E0,2.324366455E0,1.013989895E1
8.293265417E0,3.517385559E0,1.498818192E1,2.924468536E0,1.567067690E1
8.303243417E0,3.264561310E0,1.240230927E1,3.465443573E0,1.328472562E1
8.313221417E0,-9.705816650E-1,3.163820801E0,3.393592987E0,4.740070062E0
8.323198417E0,8.491841125E-1,1.305525146E1,2.424358521E0,1.330557096E1
8.333176417E0,-8.113128662E-2,7.969427490E0,2.940036163E0,8.494831926E0
8.343154417E0,3.397933960E-1,1.007929001E1,3.732637939E0,1.075361021E1
8.353132417E0,-1.564995575E0,1.046369064E1,3.228785706E0,1.106178513E1
8.363110417E0,-8.586145020E-1,7.821834412E0,4.714146881E0,9.172867231E0
8.373088417E0,-2.812651062E-1,9.618398438E0,4.858746185E0,1.077961563E1
8.383066417E0,8.120613098E-1,9.841584320E0,5.372926941E0,1.124208919E1
8.393043417E0,3.975732422E-1,9.183552704E0,5.235512695E0,1.057857731E1
8.403021417E0,-1.510359192E-1,9.252259827E0,4.583768005E0,1.032657024E1
8.412999417E0,-8.711883545E-2,8.978030090E0,4.259392548E0,9.937556987E0
8.422976458E0,4.104464722E-1,8.918304291E0,4.795128479E0,1.013399600E1
8.432954458E0,4.230203247E-1,9.162296906E0,5.673052826E0,1.078471878E1
8.442932458E0,-4.610412598E-1,9.202862549E0,5.534141693E0,1.074857955E1
8.452909458E0,2.118095398E-1,9.413025513E0,5.689069519E0,1.100070109E1
8.462887458E0,1.380130005E-1,9.352102203E0,5.167104950E0,1.068549656E1
8.472865458E0,4.460723877E-2,9.276659088E0,4.639751587E0,1.037235212E1
8.482843458E0,2.095642090E-2,9.005722504E0,4.200564880E0,9.937214011E0
8.492821458E0,2.306703186E-1,8.980724487E0,3.899690552E0,9.793579913E0
8.502799458E0,-2.260299683E-2,8.596772919E0,3.289409637E0,9.204630969E0
8.512776458E0,1.067280579E-1,8.472082214E0,3.499422913E0,9.166980345E0
8.522754458E0,-1.621128845E-1,8.268804932E0,3.302731934E0,8.905473250E0
8.532732458E0,4.460723877E-2,8.429869995E0,3.591182098E0,9.163039169E0
8.542710458E0,4.790039062E-3,8.463849335E0,3.580554199E0,9.190056413E0
8.552688458E0,-2.210902405E-1,8.526269531E0,3.705244904E0,9.299193127E0
8.562666458E0,4.161346436E-2,8.615034943E0,3.940555573E0,9.473570444E0
8.572644458E0,-2.544708252E-1,8.605155487E0,3.795656891E0,9.408531638E0
8.582621458E0,9.654922485E-2,8.804391174E0,4.133504333E0,9.726894868E0
8.592599458E0,-1.380130005E-1,8.652756500E0,4.225562897E0,9.630401053E0
8.602577458E0,1.255888367E-1,8.743916931E0,4.841981049E0,9.995830947E0
8.612555458E0,-1.442999268E-1,8.794062653E0,5.375920715E0,1.030809798E1
8.622533458E0,9.984237671E-2,9.024134216E0,5.596412201E0,1.061907700E1
8.632511458E0,-2.071691895E-1,8.856482849E0,5.342540131E0,1.034518934E1
8.642488458E0,2.327659607E-1,8.992998962E0,5.664520569E0,1.063085150E1
8.652466458E0,-1.890568542E-1,8.724906464E0,5.369334412E0,1.024643779E1
8.662444458E0,3.906875610E-2,8.869356079E0,5.258714447E0,1.031121144E1
8.672422458E0,7.993377686E-2,8.730295258E0,4.772824860E0,9.950090544E0
8.682400458E0,2.182461548E-1,8.621770935E0,4.426295471E0,9.694052663E0
8.692378458E0,2.968327332E-1,8.491691437E0,4.143683167E0,9.453414373E0
8.702356458E0,2.845582581E-1,8.371491394E0,3.976331177E0,9.272219324E0
8.712333458E0,1.877096558E-1,8.323141937E0,4.016148376E0,9.243342166E0
8.722311458E0,2.395019531E-3,8.453670502E0,4.129762115E0,9.408479464E0
8.732289458E0,-1.769320679E-1,8.367300110E0,4.279899902E0,9.400029748E0
8.742267458E0,-2.393522644E-1,8.418793030E0,4.222718811E0,9.421503051E0
8.752245458E0,-1.676513672E-2,8.249944153E0,4.171076202E0,9.244443535E0
8.762223458E0,-1.571731567E-2,8.123307495E0,4.313280487E0,9.197432264E0
8.772200458E0,2.406994629E-1,8.206534424E0,4.178710327E0,9.212315859E0
8.782178458E0,1.709445190E-1,8.425229645E0,4.058659973E0,9.353418486E0
8.792156458E0,2.395019531E-1,8.337512054E0,4.617148590E0,9.533600031E0
8.802134458E0,7.081773376E-1,8.345445557E0,4.290527802E0,9.410451928E0
8.812112458E0,-2.005828857E-1,8.414002991E0,3.874243469E0,9.265281554E0
8.822090458E0,-8.631051636E-1,8.062683563E0,3.807182922E0,8.958038768E0
8.832067458E0,-8.416996765E-1,7.500602417E0,3.339106293E0,8.253309990E0
8.842045458E0,-8.506809998E-1,6.872209167E0,2.588716736E0,7.392724217E0
8.852023458E0,-2.866539001E-1,5.901926880E0,2.371967468E0,6.367192554E0
8.862001458E0,2.438429260E-1,5.305866394E0,2.468217316E0,5.856942400E0
8.871979458E0,5.572911072E-1,5.218897247E0,2.809956665E0,5.953429122E0
8.881957458E0,6.029461670E-1,5.141208801E0,3.506009216E0,6.252013487E0
8.891934458E0,6.789880371E-1,4.947960663E0,4.352049866E0,6.624475640E0
8.901912458E0,1.044228516E0,4.578977966E0,5.200186157E0,7.007095581E0
8.911890458E0,1.659299469E0,4.527784424E0,6.272556152E0,7.911957229E0
8.921868458E0,2.401156769E0,5.159171448E0,7.144642639E0,9.133921518E0
8.931846458E0,2.795436859E0,5.779481506E0,8.321495361E0,1.051019309E1
8.941824458E0,2.885699158E0,5.640720062E0,9.398056641E0,1.133439240E1
8.951802458E0,3.366798706E0,5.560486908E0,1.103864502E1,1.281038766E1
8.961779458E0,3.204985199E0,5.206772461E0,1.315958450E1,1.451058489E1
8.971757458E0,2.580483856E0,4.527934113E0,1.417761749E1,1.510516210E1
8.981735458E0,1.912423096E0,3.594325562E0,1.352572311E1,1.412521590E1
8.991713458E0,1.600471802E0,3.105741577E0,1.234752319E1,1.283232129E1
9.001691458E0,1.508712616E0,3.091670837E0,1.144504990E1,1.195089158E1
9.011669458E0,1.376537476E0,3.299438782E0,1.137170242E1,1.192043488E1
9.021646458E0,1.198557587E0,3.732787628E0,1.233105743E1,1.293928983E1
9.031624458E0,1.133442993E0,3.913012848E0,1.229094086E1,1.294849759E1
9.041602458E0,8.792715454E-1,3.600762177E0,1.192749664E1,1.249014743E1
9.051580458E0,6.164181519E-1,3.480711823E0,1.172122559E1,1.224264903E1
9.061558458E0,4.522096252E-1,3.398981781E0,1.149115402E1,1.199183854E1
9.071536458E0,2.116598511E-1,3.323538666E0,1.126108246E1,1.174319749E1
9.081513458E0,2.589614868E-2,3.676804047E0,1.185250259E1,1.240972910E1
9.091491458E0,-4.438270569E-1,3.810176697E0,1.298893936E1,1.354352150E1
9.101469458E0,-7.695497131E-1,3.671864319E0,1.372840164E1,1.423178857E1
9.111447458E0,-6.725514221E-1,3.355721741E0,1.310779221E1,1.354722888E1
9.121425458E0,3.592529297E-3,3.270848236E0,1.219678665E1,1.262774983E1
9.131403458E0,-2.210902405E-1,2.924618225E0,1.218720657E1,1.253516162E1
9.141380458E0,-7.318281555E-1,2.933000793E0,1.274195297E1,1.309562643E1
9.151358458E0,3.115022278E-1,3.681444397E0,1.230740662E1,1.284999316E1
9.161336458E0,6.697073364E-1,4.320764923E0,1.194261520E1,1.271784476E1
9.171314458E0,1.218466187E-1,4.541855164E0,1.167527115E1,1.252817829E1
9.181292458E0,3.980223083E-1,4.471800842E0,1.116273697E1,1.203171314E1
9.191270458E0,5.339396667E-1,4.841232605E0,9.878258057E0,1.101374627E1
9.201247458E0,1.803749084E-1,5.273982697E0,8.466992798E0,9.976842969E0
9.211225458E0,-1.029858398E-1,5.238506470E0,6.842121735E0,8.617841142E0
9.221203458E0,-9.190887451E-2,5.293142853E0,5.275030518E0,7.473403205E0
9.231181458E0,-6.152206421E-2,5.737568665E0,4.034260712E0,7.014181252E0
9.241159458E0,9.261241150E-1,7.915689240E0,2.746189270E0,8.429555001E0
9.251137458E0,-7.801776123E-1,4.247118073E0,1.999541931E0,4.758661257E0
9.261114458E0,1.212478638E-2,6.530469818E0,2.045795746E0,6.843424822E0
9.271092458E0,6.438111877E-1,7.357949066E0,2.096839600E0,7.677932248E0
9.281070458E0,9.961784363E-1,7.627538452E0,1.771266632E0,7.893611328E0
9.291048458E0,1.149908752E0,8.017926636E0,1.209035797E0,8.189701169E0
9.301026458E0,9.277706909E-1,8.323740692E0,6.730004883E-1,8.402282263E0
9.311004458E0,4.222718811E-1,8.670419769E0,7.818241882E-1,8.715832810E0
9.320981458E0,5.445675659E-1,8.623567200E0,6.565347290E-1,8.665650751E0
9.330959458E0,9.398954773E-1,8.528664551E0,5.792953491E-2,8.580494063E0
9.340937458E0,1.197210388E0,8.603508911E0,-4.388873291E-1,8.697488165E0
9.350915458E0,1.432071991E0,8.686735840E0,-9.409432983E-1,8.854128078E0
9.360893458E0,1.393152924E0,8.810079346E0,-1.446442108E0,9.036070380E0
9.370871458E0,1.184337158E0,8.880283356E0,-1.905836792E0,9.159383214E0
9.380848458E0,1.191971283E0,8.891510010E0,-2.483635254E0,9.308500946E0
9.390826458E0,1.050365753E0,8.910819855E0,-3.057691498E0,9.479211781E0
9.400804458E0,8.063731384E-1,8.655750275E0,-3.143313446E0,9.244061330E0
9.410782458E0,4.519102478E-1,8.083340607E0,-2.189945984E0,8.386923253E0
9.420760917E0,6.011499023E-1,7.862699432E0,-8.126600647E-1,7.927410671E0
9.430738917E0,1.066382446E0,8.009843445E0,1.927990723E-1,8.082817270E0
9.440715917E0,1.769170990E0,8.011639709E0,8.547225952E-2,8.205098557E0
9.450693917E0,1.519789581E0,7.092700653E0,5.709127808E-1,7.276132512E0
9.460671917E0,1.823807373E0,7.181915131E0,2.780617676E0,7.914418042E0
9.470649917E0,2.805765381E0,8.412057037E0,3.848946075E0,9.666923444E0
9.480627917E0,2.986439667E0,9.385183411E0,3.993395691E0,1.062768548E1
9.490605917E0,2.302511902E0,9.228908386E0,4.068988495E0,1.034557772E1
9.500582917E0,1.044527893E0,8.036787415E0,5.232369232E0,9.646692607E0
9.510560917E0,-6.035449219E-1,7.237000580E0,7.189399567E0,1.021889965E1
9.520538917E0,-1.231339417E0,7.110962677E0,9.707313538E0,1.209602923E1
9.530516917E0,-1.028960266E0,6.539600830E0,1.221534805E1,1.389387873E1
9.540494917E0,-1.619033203E0,5.543871460E0,1.252445526E1,1.379194543E1
9.550472917E0,-2.170785828E0,5.805078278E0,1.187809937E1,1.339777927E1
9.560450917E0,-1.159488831E0,6.695426788E0,1.101469482E1,1.294204993E1
9.570427917E0,-8.262817383E-2,6.691983948E0,1.019874161E1,1.219851659E1
9.580405917E0,-6.245013428E-1,5.587580566E0,8.849447479E0,1.048445417E1
9.590383917E0,-2.301613770E0,5.218897247E0,7.936196594E0,9.773307056E0
9.600361917E0,-3.715274048E0,5.295837250E0,7.147935791E0,9.640650367E0
9.610339917E0,-4.489015045E0,5.374423828E0,6.752308502E0,9.727762213E0
9.620316917E0,-4.661157074E0,5.292394409E0,6.989116058E0,9.928925779E0
9.630294917E0,-4.645439758E0,4.902604980E0,7.568710785E0,1.014401445E1
9.640272917E0,-4.805606689E0,4.449347534E0,7.555687866E0,9.998948358E0
9.650250917E0,-5.388644257E0,4.748874664E0,6.817423096E0,9.902855910E0
9.660228917E0,-6.161337433E0,5.234165497E0,5.703888702E0,9.894084785E0
9.670206917E0,-6.830595703E0,5.644162903E0,4.628674622E0,9.996911587E0
9.680183917E0,-7.500003662E0,6.182593231E0,4.077670441E0,1.054048909E1
9.690161917E0,-7.244934082E0,6.451134796E0,4.255350952E0,1.059312144E1
9.700139917E0,-6.436914368E0,6.118676147E0,4.769531708E0,1.008069924E1
9.710117917E0,-6.044280853E0,5.689518585E0,4.460274811E0,9.423269292E0
9.720095917E0,-5.326224060E0,5.244194641E0,3.966451721E0,8.461854373E0
9.730073917E0,-4.702471161E0,4.832400970E0,3.949536896E0,7.814357034E0
9.740050917E0,-4.205354919E0,4.498595123E0,4.082909546E0,7.388675013E0
9.750028917E0,-3.642974396E0,4.218228149E0,4.043541412E0,6.885850588E0
9.760006917E0,-2.926414490E0,3.886967010E0,3.895349579E0,6.232668983E0
9.769984917E0,-2.245330811E0,3.628753967E0,4.381837921E0,6.116360795E0
9.779962917E0,-1.084494781E0,3.462599487E0,5.779481506E0,6.824084600E0
9.789940917E0,1.752854919E-1,3.085832977E0,7.031028900E0,7.680394362E0
9.799917917E0,3.561094666E-1,2.631078644E0,7.665858765E0,8.112630855E0
9.809895917E0,-3.707789612E-1,2.117047577E0,8.535849609E0,8.802277889E0
9.819873917E0,1.272354126E-2,2.038910065E0,9.436826019E0,9.654584479E0
9.829851917E0,5.354365540E-1,1.843865662E0,9.899364166E0,1.008384568E1
9.839829917E0,-1.407073975E-2,1.047371979E0,1.067265610E1,1.072393464E1
9.849807917E0,-3.501219177E-1,3.640429688E-1,1.171613617E1,1.172701835E1
9.859784917E0,-5.493576050E-1,2.874023438E-2,1.252954468E1,1.254161511E1
9.869762917E0,-8.175997925E-1,3.321592712E-1,1.265184036E1,1.268258112E1
9.879740917E0,-1.285377045E0,5.248086548E-1,1.277204041E1,1.284728121E1
9.889718917E0,-1.933978271E0,3.992198181E-1,1.203946381E1,1.220034168E1
9.899696917E0,-9.285191345E-1,2.757266235E-1,1.189052353E1,1.192990875E1
9.909674917E0,9.520202637E-1,5.083428955E-1,1.285631516E1,1.290153458E1
9.919651917E0,2.977158966E0,1.968706055E0,1.199844910E1,1.251806933E1
9.929629917E0,3.395389252E0,2.919528809E0,9.312285004E0,1.033300385E1
9.939607917E0,2.734064484E0,2.799179077E0,8.541687469E0,9.395261408E0
